,JD,Filter,Flux,eFlux,Mag,eMag,Telescope
0,2458198.9849132,r,-0.1890869704862544,1.2755777591853512,21.88830764332861,99.0,P48
1,2458198.9849132,r,-0.1890869704862544,1.2755777591853512,21.88830764332861,99.0,P48
2,2458198.9849132,r,-0.1890869704862544,1.2755777591853512,21.88830764332861,99.0,P48
3,2458198.9849132,r,-0.1890869704862544,1.2755777591853512,21.88830764332861,99.0,P48
4,2458198.9849132,r,-0.1890869704862544,1.2755777591853512,21.88830764332861,99.0,P48
5,2458198.9849132,r,-0.1890869704862544,1.2755777591853512,21.88830764332861,99.0,P48
6,2458198.9849132,r,-0.1890869704862544,1.2755777591853512,21.88830764332861,99.0,P48
7,2458198.9849132,r,-0.1890869704862544,1.2755777591853512,21.88830764332861,99.0,P48
8,2458216.9046499,r,-2.527717116001969,2.8930901808774427,20.99917006089289,99.0,P48
9,2458216.9046499,r,-2.527717116001969,2.8930901808774427,20.99917006089289,99.0,P48
10,2458216.9046499,r,-2.527717116001969,2.8930901808774427,20.99917006089289,99.0,P48
11,2458216.9046499,r,-2.527717116001969,2.8930901808774427,20.99917006089289,99.0,P48
12,2458217.959143517,r,2.6788214825992345,1.735816711860996,21.553815325926614,99.0,P48
13,2458217.959143517,r,2.6788214825992345,1.735816711860996,21.553815325926614,99.0,P48
14,2458217.959143517,r,2.6788214825992345,1.735816711860996,21.553815325926614,99.0,P48
15,2458217.959143517,r,2.6788214825992345,1.735816711860996,21.553815325926614,99.0,P48
16,2458217.959143517,r,2.6788214825992345,1.735816711860996,21.553815325926614,99.0,P48
17,2458217.959143517,r,2.6788214825992345,1.735816711860996,21.553815325926614,99.0,P48
18,2458218.93047454,r,-0.4556192400820106,1.8113634478316094,21.50756098989175,99.0,P48
19,2458218.93047454,r,-0.4556192400820106,1.8113634478316094,21.50756098989175,99.0,P48
20,2458218.93047454,r,-0.4556192400820106,1.8113634478316094,21.50756098989175,99.0,P48
21,2458218.93047454,r,-0.4556192400820106,1.8113634478316094,21.50756098989175,99.0,P48
22,2458218.93047454,r,-0.4556192400820106,1.8113634478316094,21.50756098989175,99.0,P48
23,2458219.9529102333,r,2.0527359012040183,1.804431315698673,21.511724100104864,99.0,P48
24,2458219.9529102333,r,2.0527359012040183,1.804431315698673,21.511724100104864,99.0,P48
25,2458219.9529102333,r,2.0527359012040183,1.804431315698673,21.511724100104864,99.0,P48
26,2458219.9529102333,r,2.0527359012040183,1.804431315698673,21.511724100104864,99.0,P48
27,2458219.9529102333,r,2.0527359012040183,1.804431315698673,21.511724100104864,99.0,P48
28,2458219.9529102333,r,2.0527359012040183,1.804431315698673,21.511724100104864,99.0,P48
29,2458219.9529102333,r,2.0527359012040183,1.804431315698673,21.511724100104864,99.0,P48
30,2458219.9529102333,r,2.0527359012040183,1.804431315698673,21.511724100104864,99.0,P48
31,2458219.9529102333,r,2.0527359012040183,1.804431315698673,21.511724100104864,99.0,P48
32,2458222.90828705,r,0.7740598378880006,2.4019251357514424,21.201176321664185,99.0,P48
33,2458222.90828705,r,0.7740598378880006,2.4019251357514424,21.201176321664185,99.0,P48
34,2458222.90828705,r,0.7740598378880006,2.4019251357514424,21.201176321664185,99.0,P48
35,2458222.90828705,r,0.7740598378880006,2.4019251357514424,21.201176321664185,99.0,P48
36,2458224.928179,r,1.9829646968149162,3.9477308272320326,20.661706156669176,99.0,P48
37,2458224.928179,r,1.9829646968149162,3.9477308272320326,20.661706156669176,99.0,P48
38,2458224.928179,r,1.9829646968149162,3.9477308272320326,20.661706156669176,99.0,P48
39,2458226.9562963,r,2.114890471048144,1.4995028815614915,21.712706727483855,99.0,P48
40,2458226.9562963,r,2.114890471048144,1.4995028815614915,21.712706727483855,99.0,P48
41,2458226.9562963,r,2.114890471048144,1.4995028815614915,21.712706727483855,99.0,P48
42,2458226.9562963,r,2.114890471048144,1.4995028815614915,21.712706727483855,99.0,P48
43,2458226.9562963,r,2.114890471048144,1.4995028815614915,21.712706727483855,99.0,P48
44,2458226.9562963,r,2.114890471048144,1.4995028815614915,21.712706727483855,99.0,P48
45,2458226.9562963,r,2.114890471048144,1.4995028815614915,21.712706727483855,99.0,P48
46,2458229.927806725,r,-1.504444727889852,2.233139284096973,21.280285460446585,99.0,P48
47,2458229.927806725,r,-1.504444727889852,2.233139284096973,21.280285460446585,99.0,P48
48,2458229.927806725,r,-1.504444727889852,2.233139284096973,21.280285460446585,99.0,P48
49,2458229.927806725,r,-1.504444727889852,2.233139284096973,21.280285460446585,99.0,P48
50,2458230.9472106663,r,-5.757039230788078,3.9509144647500216,20.66083092032788,99.0,P48
51,2458230.9472106663,r,-5.757039230788078,3.9509144647500216,20.66083092032788,99.0,P48
52,2458230.9472106663,r,-5.757039230788078,3.9509144647500216,20.66083092032788,99.0,P48
53,2458231.81645835,r,0.6939668643991945,3.6647766375892608,20.74245621362605,99.0,P48
54,2458231.81645835,r,0.6939668643991945,3.6647766375892608,20.74245621362605,99.0,P48
55,2458232.91047165,r,-1.713962063702482,3.0468297542695555,20.942954518886268,99.0,P48
56,2458232.91047165,r,-1.713962063702482,3.0468297542695555,20.942954518886268,99.0,P48
57,2458232.91047165,r,-1.713962063702482,3.0468297542695555,20.942954518886268,99.0,P48
58,2458232.91047165,r,-1.713962063702482,3.0468297542695555,20.942954518886268,99.0,P48
59,2458242.853414367,r,-2.969455269599961,2.9859621354963677,20.96486424864562,99.0,P48
60,2458242.853414367,r,-2.969455269599961,2.9859621354963677,20.96486424864562,99.0,P48
61,2458242.853414367,r,-2.969455269599961,2.9859621354963677,20.96486424864562,99.0,P48
62,2458243.8213426,r,-8.268793232240252,5.487371522906519,20.304164076328785,99.0,P48
63,2458244.891986867,r,-5.487130878405726,3.807735020089417,20.700908193527148,99.0,P48
64,2458244.891986867,r,-5.487130878405726,3.807735020089417,20.700908193527148,99.0,P48
65,2458244.891986867,r,-5.487130878405726,3.807735020089417,20.700908193527148,99.0,P48
66,2458246.907403567,r,-3.5048193804992733,3.2978169809642366,20.8570086143475,99.0,P48
67,2458246.907403567,r,-3.5048193804992733,3.2978169809642366,20.8570086143475,99.0,P48
68,2458246.907403567,r,-3.5048193804992733,3.2978169809642366,20.8570086143475,99.0,P48
69,2458247.9262847,r,0.2796811669302472,2.4120448382632627,21.196611547208867,99.0,P48
70,2458247.9262847,r,0.2796811669302472,2.4120448382632627,21.196611547208867,99.0,P48
71,2458247.9262847,r,0.2796811669302472,2.4120448382632627,21.196611547208867,99.0,P48
72,2458249.906169,r,-25.04352411100085,6.5022133148916765,20.119921956465497,99.0,P48
73,2458252.8997183666,r,2.4775161538376036,1.7648975105010722,21.535776262890295,99.0,P48
74,2458252.8997183666,r,2.4775161538376036,1.7648975105010722,21.535776262890295,99.0,P48
75,2458252.8997183666,r,2.4775161538376036,1.7648975105010722,21.535776262890295,99.0,P48
76,2458254.9747222,r,-1.5541442106878616,3.5842450869907463,20.766580742621915,99.0,P48
77,2458255.9278212003,r,0.01510913090363688,1.8744834476738694,21.470370964643514,99.0,P48
78,2458255.9278212003,r,0.01510913090363688,1.8744834476738694,21.470370964643514,99.0,P48
79,2458255.9278212003,r,0.01510913090363688,1.8744834476738694,21.470370964643514,99.0,P48
80,2458255.9278212003,r,0.01510913090363688,1.8744834476738694,21.470370964643514,99.0,P48
81,2458256.960544,r,-2.4785824399936445,2.125442557055335,21.333951558987263,99.0,P48
82,2458256.960544,r,-2.4785824399936445,2.125442557055335,21.333951558987263,99.0,P48
83,2458257.8803067002,r,-1.1946191674234554,1.4307557262537425,21.76366125730363,99.0,P48
84,2458257.8803067002,r,-1.1946191674234554,1.4307557262537425,21.76366125730363,99.0,P48
85,2458257.8803067002,r,-1.1946191674234554,1.4307557262537425,21.76366125730363,99.0,P48
86,2458257.8803067002,r,-1.1946191674234554,1.4307557262537425,21.76366125730363,99.0,P48
87,2458257.8803067002,r,-1.1946191674234554,1.4307557262537425,21.76366125730363,99.0,P48
88,2458257.8803067002,r,-1.1946191674234554,1.4307557262537425,21.76366125730363,99.0,P48
89,2458258.8982870253,r,-5.744854209056183,2.451746349656379,21.17888614575397,99.0,P48
90,2458258.8982870253,r,-5.744854209056183,2.451746349656379,21.17888614575397,99.0,P48
91,2458258.8982870253,r,-5.744854209056183,2.451746349656379,21.17888614575397,99.0,P48
92,2458258.8982870253,r,-5.744854209056183,2.451746349656379,21.17888614575397,99.0,P48
93,2458259.9536458,r,-4.269265371505617,4.603451233818929,20.494866122013647,99.0,P48
94,2458261.8471528,r,1.8525724235579741,7.200557191980743,20.009159728623544,99.0,P48
95,2458262.8676012745,r,-7.458575121285279,3.2250682985189774,20.881227698432642,99.0,P48
96,2458262.8676012745,r,-7.458575121285279,3.2250682985189774,20.881227698432642,99.0,P48
97,2458262.8676012745,r,-7.458575121285279,3.2250682985189774,20.881227698432642,99.0,P48
98,2458262.8676012745,r,-7.458575121285279,3.2250682985189774,20.881227698432642,99.0,P48
99,2458263.9050809997,r,-4.392515806309551,3.957662244440357,20.658978169634864,99.0,P48
100,2458263.9050809997,r,-4.392515806309551,3.957662244440357,20.658978169634864,99.0,P48
101,2458263.9050809997,r,-4.392515806309551,3.957662244440357,20.658978169634864,99.0,P48
102,2458266.845763925,r,-0.30866964624030235,3.810418901328499,20.700143182165824,99.0,P48
103,2458266.845763925,r,-0.30866964624030235,3.810418901328499,20.700143182165824,99.0,P48
104,2458266.845763925,r,-0.30866964624030235,3.810418901328499,20.700143182165824,99.0,P48
105,2458266.845763925,r,-0.30866964624030235,3.810418901328499,20.700143182165824,99.0,P48
106,2458267.8853819002,r,26.91894931988163,26.84791957290453,18.580298393774292,99.0,P48
107,2458268.9187036995,r,-0.6195623090769068,5.775840094133486,20.2485370862726,99.0,P48
108,2458268.9187036995,r,-0.6195623090769068,5.775840094133486,20.2485370862726,99.0,P48
109,2458269.8769058664,r,1.7409725296825196,4.3524396213716345,20.555743101310313,99.0,P48
110,2458269.8769058664,r,1.7409725296825196,4.3524396213716345,20.555743101310313,99.0,P48
111,2458269.8769058664,r,1.7409725296825196,4.3524396213716345,20.555743101310313,99.0,P48
112,2458270.85528355,r,2.730497291137406,4.652588318326638,20.48333842433706,99.0,P48
